textbox22
generated on 25/01/2019 22:54:28 UTC

Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Colombia,Region of the Americas of WHO,Tropical South America,2018,46,2018-11-12,2018-11-18,,151,,3,7,,,10,,,4,4,14,92,No Report
Colombia,Region of the Americas of WHO,Tropical South America,2018,47,2018-11-19,2018-11-25,,151,,3,6,,,9,,,3,3,12,93,No Report
Colombia,Region of the Americas of WHO,Tropical South America,2018,48,2018-11-26,2018-12-02,,141,,2,7,,,9,,,4,4,13,88,No Report
Colombia,Region of the Americas of WHO,Tropical South America,2018,49,2018-12-03,2018-12-09,,138,,1,6,,,7,,,3,3,10,90,No Report
Colombia,Region of the Americas of WHO,Tropical South America,2018,50,2018-12-10,2018-12-16,,140,,1,6,,,7,,,3,3,10,95,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2018,40,2018-10-01,2018-10-07,,33,0,3,0,,0,3,,,0,0,3,25,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2018,41,2018-10-08,2018-10-14,,37,0,3,0,,0,3,,,2,2,5,31,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2018,42,2018-10-15,2018-10-21,,52,0,11,2,,0,13,,,1,1,14,27,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2018,43,2018-10-22,2018-10-28,,45,0,10,0,,0,10,,,1,1,11,29,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2018,44,2018-10-29,2018-11-04,,41,0,6,1,,0,7,,,1,1,8,22,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2018,45,2018-11-05,2018-11-11,,49,0,7,1,,0,8,,,4,4,12,20,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2018,46,2018-11-12,2018-11-18,,63,0,3,7,,0,10,,,1,1,11,31,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2018,47,2018-11-19,2018-11-25,,49,0,3,7,,0,10,,,1,1,11,20,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2018,48,2018-11-26,2018-12-02,,75,0,4,7,,0,11,,,2,2,13,36,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2018,49,2018-12-03,2018-12-09,,43,0,2,1,,3,6,,,0,0,6,26,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2018,50,2018-12-10,2018-12-16,,81,0,7,7,,0,14,,,1,1,15,31,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2018,51,2018-12-17,2018-12-23,,58,0,4,2,,0,6,,,0,0,6,24,No Report
Croatia,European Region of WHO,South West Europe,2018,40,2018-10-01,2018-10-07,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Croatia,European Region of WHO,South West Europe,2018,41,2018-10-08,2018-10-14,,6,0,0,0,,0,0,0,0,0,0,0,,No Report
Croatia,European Region of WHO,South West Europe,2018,43,2018-10-22,2018-10-28,,6,0,0,0,,0,0,0,0,0,0,0,,No Report
Croatia,European Region of WHO,South West Europe,2018,44,2018-10-29,2018-11-04,,11,0,0,0,,0,0,0,0,0,0,0,,No Report
Croatia,European Region of WHO,South West Europe,2018,45,2018-11-05,2018-11-11,,14,0,0,0,,0,0,0,0,0,0,0,,No Report
Croatia,European Region of WHO,South West Europe,2018,48,2018-11-26,2018-12-02,,46,0,4,0,,0,4,0,0,0,0,4,,No Report
Croatia,European Region of WHO,South West Europe,2018,49,2018-12-03,2018-12-09,,86,0,17,2,,0,19,0,0,0,0,19,,No Report
Croatia,European Region of WHO,South West Europe,2018,51,2018-12-17,2018-12-23,,234,0,13,0,,56,69,0,0,0,0,69,,No Report
Croatia,European Region of WHO,South West Europe,2018,52,2018-12-24,2018-12-30,,261,0,9,1,,110,120,0,0,0,0,120,,No Report
Croatia,European Region of WHO,South West Europe,2019,1,2018-12-31,2019-01-06,,395,0,10,0,,232,242,4,1,2,7,249,,No Report
Croatia,European Region of WHO,South West Europe,2019,2,2019-01-07,2019-01-13,,671,0,9,1,,367,377,5,0,7,12,389,,No Report
Croatia,European Region of WHO,South West Europe,2019,3,2019-01-14,2019-01-20,,879,0,8,2,,519,529,10,0,13,23,552,,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2018,40,2018-10-01,2018-10-07,,22,0,7,0,,0,7,0,2,0,2,9,8,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2018,41,2018-10-08,2018-10-14,,15,0,1,0,,0,1,0,0,0,0,1,13,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2018,42,2018-10-15,2018-10-21,,22,0,0,0,,0,0,1,0,0,1,1,20,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2018,43,2018-10-22,2018-10-28,,30,0,4,0,,0,4,0,0,1,1,5,15,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2018,44,2018-10-29,2018-11-04,,26,0,4,0,,0,4,0,0,1,1,5,14,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2018,45,2018-11-05,2018-11-11,,28,0,3,0,,0,3,0,1,1,2,5,17,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2018,46,2018-11-12,2018-11-18,,28,0,4,0,,0,4,0,0,0,0,4,18,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2018,47,2018-11-19,2018-11-25,,49,0,13,0,,0,13,1,1,0,2,15,29,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2018,48,2018-11-26,2018-12-02,,37,0,3,0,,0,3,0,0,0,0,3,27,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2018,49,2018-12-03,2018-12-09,,31,0,0,0,,0,0,0,0,1,1,1,15,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2018,50,2018-12-10,2018-12-16,,52,0,7,0,,1,8,0,4,1,5,13,28,No Report
Cyprus,European Region of WHO,Western Asia,2018,40,2018-10-01,2018-10-07,,3,0,0,0,,0,0,0,0,0,0,0,,No Report
Cyprus,European Region of WHO,Western Asia,2018,41,2018-10-08,2018-10-14,,3,0,0,0,,0,0,0,0,0,0,0,,No Report
Cyprus,European Region of WHO,Western Asia,2018,42,2018-10-15,2018-10-21,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Cyprus,European Region of WHO,Western Asia,2018,43,2018-10-22,2018-10-28,,6,0,0,0,,0,0,0,0,0,0,0,,No Report
Cyprus,European Region of WHO,Western Asia,2018,44,2018-10-29,2018-11-04,,11,0,0,0,,0,0,0,0,0,0,0,,No Report
Cyprus,European Region of WHO,Western Asia,2018,45,2018-11-05,2018-11-11,,16,0,0,0,,1,1,0,0,0,0,1,,No Report
Cyprus,European Region of WHO,Western Asia,2018,46,2018-11-12,2018-11-18,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Cyprus,European Region of WHO,Western Asia,2018,47,2018-11-19,2018-11-25,,6,0,0,0,,0,0,0,0,0,0,0,,No Report
Cyprus,European Region of WHO,Western Asia,2018,48,2018-11-26,2018-12-02,,9,0,0,0,,1,1,0,0,0,0,1,,No Report
Cyprus,European Region of WHO,Western Asia,2018,49,2018-12-03,2018-12-09,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Cyprus,European Region of WHO,Western Asia,2018,50,2018-12-10,2018-12-16,,15,0,0,0,,0,0,0,0,0,0,0,,No Report
Cyprus,European Region of WHO,Western Asia,2018,51,2018-12-17,2018-12-23,,16,0,0,0,,4,4,0,0,0,0,4,,No Report
Cyprus,European Region of WHO,Western Asia,2018,52,2018-12-24,2018-12-30,,15,0,0,0,,4,4,0,0,0,0,4,,No Report
Cyprus,European Region of WHO,Western Asia,2019,1,2018-12-31,2019-01-06,,31,0,0,0,,8,8,0,0,1,1,9,,No Report
Cyprus,European Region of WHO,Western Asia,2019,2,2019-01-07,2019-01-13,,67,0,0,0,,36,36,0,0,0,0,36,,No Report
Czechia,European Region of WHO,Eastern Europe,2018,40,2018-10-01,2018-10-07,,13,0,0,0,,0,0,1,0,0,1,1,,No Report
Czechia,European Region of WHO,Eastern Europe,2018,41,2018-10-08,2018-10-14,,16,0,1,0,,1,2,0,0,1,1,3,,No Report
Czechia,European Region of WHO,Eastern Europe,2018,42,2018-10-15,2018-10-21,,15,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2018,43,2018-10-22,2018-10-28,,19,0,0,0,,0,0,0,0,2,2,2,,No Report
Czechia,European Region of WHO,Eastern Europe,2018,44,2018-10-29,2018-11-04,,20,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2018,45,2018-11-05,2018-11-11,,17,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2018,46,2018-11-12,2018-11-18,,19,0,2,0,,0,2,0,0,0,0,2,,No Report
Czechia,European Region of WHO,Eastern Europe,2018,47,2018-11-19,2018-11-25,,19,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2018,48,2018-11-26,2018-12-02,,18,0,0,1,,0,1,0,0,0,0,1,,No Report
Czechia,European Region of WHO,Eastern Europe,2018,49,2018-12-03,2018-12-09,,25,0,0,0,,2,2,0,0,3,3,5,,No Report
Czechia,European Region of WHO,Eastern Europe,2018,50,2018-12-10,2018-12-16,,18,0,1,0,,0,1,0,0,0,0,1,,No Report
Czechia,European Region of WHO,Eastern Europe,2018,51,2018-12-17,2018-12-23,,16,0,0,0,,1,1,0,0,0,0,1,,No Report
Czechia,European Region of WHO,Eastern Europe,2018,52,2018-12-24,2018-12-30,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,1,2018-12-31,2019-01-06,,7,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,2,2019-01-07,2019-01-13,,34,0,3,0,,1,4,0,0,0,0,4,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,3,2019-01-14,2019-01-20,,35,0,10,1,,3,14,0,0,0,0,14,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2018,40,2018-10-01,2018-10-07,12,12,,0,0,0,0,0,0,0,0,0,0,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2018,41,2018-10-08,2018-10-14,11,11,,0,0,0,0,0,0,0,0,0,0,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2018,42,2018-10-15,2018-10-21,19,19,,0,0,0,0,0,0,0,0,0,0,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2018,43,2018-10-22,2018-10-28,9,9,,0,0,0,0,0,0,0,0,0,0,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2018,44,2018-10-29,2018-11-04,14,14,,0,0,0,0,0,0,0,0,0,0,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2018,45,2018-11-05,2018-11-11,12,12,,0,0,0,0,0,0,0,0,0,0,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2018,46,2018-11-12,2018-11-18,13,13,,0,0,0,0,0,0,0,0,0,0,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2018,47,2018-11-19,2018-11-25,18,18,,0,0,0,0,0,0,0,0,0,0,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2018,48,2018-11-26,2018-12-02,15,15,,0,1,0,0,1,0,0,0,0,1,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2018,49,2018-12-03,2018-12-09,20,20,,0,1,0,0,1,0,0,0,0,1,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2018,50,2018-12-10,2018-12-16,11,11,,0,2,0,0,2,0,0,0,0,2,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2018,51,2018-12-17,2018-12-23,4,4,,0,1,0,0,1,0,0,0,0,1,,No Report
Denmark,European Region of WHO,Northern Europe,2018,40,2018-10-01,2018-10-07,,411,0,0,1,,1,2,0,0,0,0,2,,No Report
Denmark,European Region of WHO,Northern Europe,2018,41,2018-10-08,2018-10-14,,511,0,0,1,,5,6,0,0,0,0,6,,No Report
Denmark,European Region of WHO,Northern Europe,2018,42,2018-10-15,2018-10-21,,487,0,1,0,,6,7,0,0,1,1,8,,No Report
Denmark,European Region of WHO,Northern Europe,2018,43,2018-10-22,2018-10-28,,611,0,4,0,,1,5,0,0,5,5,10,,No Report
Denmark,European Region of WHO,Northern Europe,2018,44,2018-10-29,2018-11-04,,605,0,4,1,,3,8,0,0,0,0,8,,No Report
Denmark,European Region of WHO,Northern Europe,2018,45,2018-11-05,2018-11-11,,667,0,2,0,,10,12,0,0,3,3,15,,No Report
Denmark,European Region of WHO,Northern Europe,2018,46,2018-11-12,2018-11-18,,731,0,5,1,,6,12,0,0,0,0,12,,No Report
Denmark,European Region of WHO,Northern Europe,2018,47,2018-11-19,2018-11-25,,767,0,12,1,,10,23,0,0,0,0,23,,No Report
Denmark,European Region of WHO,Northern Europe,2018,48,2018-11-26,2018-12-02,,835,0,15,6,,21,42,0,1,0,1,43,,No Report
Denmark,European Region of WHO,Northern Europe,2018,49,2018-12-03,2018-12-09,,1121,0,33,6,,41,80,0,0,4,4,84,,No Report
Denmark,European Region of WHO,Northern Europe,2018,50,2018-12-10,2018-12-16,,1319,0,46,14,,52,112,0,0,2,2,114,,No Report
Denmark,European Region of WHO,Northern Europe,2018,51,2018-12-17,2018-12-23,,1585,0,75,18,,175,268,0,0,2,2,270,,No Report
Denmark,European Region of WHO,Northern Europe,2018,52,2018-12-24,2018-12-30,,1490,0,100,14,,179,293,0,0,2,2,295,,No Report
Denmark,European Region of WHO,Northern Europe,2019,1,2018-12-31,2019-01-06,,1908,0,94,16,,179,289,0,0,0,0,289,,No Report
Denmark,European Region of WHO,Northern Europe,2019,2,2019-01-07,2019-01-13,,2251,0,96,12,,258,366,1,0,4,5,371,,No Report
Denmark,European Region of WHO,Northern Europe,2019,3,2019-01-14,2019-01-20,,2244,0,75,21,,405,501,0,0,2,2,503,,No Report
Dominica,Region of the Americas of WHO,Central America and Caribbean,2018,40,2018-10-01,2018-10-07,,1,,,,,,0,,,0,0,0,1,No Report
Dominica,Region of the Americas of WHO,Central America and Caribbean,2018,42,2018-10-15,2018-10-21,,1,,,,,,0,,,0,0,0,,No Report
Dominica,Region of the Americas of WHO,Central America and Caribbean,2018,43,2018-10-22,2018-10-28,,2,,,,,,0,,,0,0,0,,No Report
Dominica,Region of the Americas of WHO,Central America and Caribbean,2018,44,2018-10-29,2018-11-04,,3,,,,,,0,,,0,0,0,,No Report
Dominica,Region of the Americas of WHO,Central America and Caribbean,2018,45,2018-11-05,2018-11-11,,1,,,,,,0,,,0,0,0,1,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2018,40,2018-10-01,2018-10-07,,22,,1,,,,1,1,,,1,2,18,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2018,41,2018-10-08,2018-10-14,,23,,4,,,,4,,,0,0,4,19,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2018,42,2018-10-15,2018-10-21,,14,,2,,,,2,,,0,0,2,12,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2018,43,2018-10-22,2018-10-28,,19,,3,,,,3,,,0,0,3,14,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2018,44,2018-10-29,2018-11-04,,18,,7,,,,7,1,,,1,8,8,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2018,45,2018-11-05,2018-11-11,,15,,,,,,0,2,,,2,2,12,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2018,46,2018-11-12,2018-11-18,,25,,7,,,,7,,,0,0,7,13,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2018,47,2018-11-19,2018-11-25,,21,,2,,,,2,,,0,0,2,17,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2018,48,2018-11-26,2018-12-02,,22,,2,,,,2,,,0,0,2,18,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2018,49,2018-12-03,2018-12-09,,17,,4,,,,4,,,0,0,4,12,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2018,50,2018-12-10,2018-12-16,,9,,4,,,,4,,,0,0,4,5,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2018,51,2018-12-17,2018-12-23,,11,,3,,,,3,,,0,0,3,8,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2018,40,2018-10-01,2018-10-07,,37,0,0,0,,0,0,0,0,1,1,1,34,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2018,41,2018-10-08,2018-10-14,,38,0,0,1,,0,1,0,0,4,4,5,32,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2018,42,2018-10-15,2018-10-21,,38,0,0,0,,0,0,0,0,3,3,3,33,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2018,43,2018-10-22,2018-10-28,,39,0,0,3,,0,3,0,0,5,5,8,28,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2018,44,2018-10-29,2018-11-04,,46,0,0,1,,0,1,0,0,1,1,2,42,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2018,45,2018-11-05,2018-11-11,,55,0,0,4,,0,4,0,0,0,0,4,43,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2018,46,2018-11-12,2018-11-18,,54,0,0,2,,0,2,0,0,4,4,6,44,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2018,47,2018-11-19,2018-11-25,,60,0,0,3,,0,3,0,0,1,1,4,51,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2018,48,2018-11-26,2018-12-02,,73,0,0,11,,0,11,0,0,0,0,11,52,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2018,49,2018-12-03,2018-12-09,,54,0,1,6,,0,7,0,0,3,3,10,34,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2018,50,2018-12-10,2018-12-16,,54,0,2,12,,0,14,0,0,5,5,19,27,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2018,51,2018-12-17,2018-12-23,,9,0,0,3,,0,3,0,0,0,0,3,3,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2018,40,2018-10-01,2018-10-07,81,81,,0,5,0,,5,,,1,1,6,75,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2018,41,2018-10-08,2018-10-14,290,290,,0,32,0,,32,0,0,0,0,32,258,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2018,42,2018-10-15,2018-10-21,130,130,,0,8,0,,8,0,0,0,0,8,122,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2018,43,2018-10-22,2018-10-28,256,256,,0,15,0,,15,0,0,4,4,19,237,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2018,44,2018-10-29,2018-11-04,148,148,,0,21,0,0,21,0,0,0,0,21,127,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2018,45,2018-11-05,2018-11-11,142,142,,2,20,0,0,22,0,0,0,0,22,120,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2018,46,2018-11-12,2018-11-18,379,379,,1,57,0,0,58,0,0,0,0,58,221,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2018,47,2018-11-19,2018-11-25,174,174,,0,28,0,0,28,0,0,0,0,28,146,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2018,48,2018-11-26,2018-12-02,149,149,,0,39,0,0,39,0,0,0,0,39,110,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2018,49,2018-12-03,2018-12-09,446,446,,1,93,0,0,94,0,0,1,1,95,351,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2018,50,2018-12-10,2018-12-16,193,193,,0,32,0,0,32,0,0,0,0,32,161,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2018,51,2018-12-17,2018-12-23,380,380,,4,66,0,0,70,,,1,1,71,309,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2018,52,2018-12-24,2018-12-30,196,196,,1,25,0,0,26,0,0,0,0,26,170,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2019,1,2018-12-31,2019-01-06,231,231,,4,19,0,0,23,0,0,1,1,24,207,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2019,2,2019-01-07,2019-01-13,175,175,,0,10,0,0,10,0,0,0,0,10,165,Sporadic
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2018,40,2018-10-01,2018-10-07,,36,0,8,0,,0,8,1,3,0,4,12,23,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2018,41,2018-10-08,2018-10-14,,34,0,6,0,,0,6,0,2,0,2,8,26,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2018,42,2018-10-15,2018-10-21,,45,0,8,0,,0,8,2,2,0,4,12,33,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2018,43,2018-10-22,2018-10-28,,39,0,9,0,,0,9,0,4,0,4,13,26,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2018,44,2018-10-29,2018-11-04,,33,0,7,0,,1,8,3,5,0,8,16,17,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2018,45,2018-11-05,2018-11-11,,39,0,6,0,,1,7,5,1,0,6,13,23,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2018,46,2018-11-12,2018-11-18,,58,0,4,0,,1,5,1,5,0,6,11,45,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2018,47,2018-11-19,2018-11-25,,41,0,3,0,,0,3,2,1,0,3,6,35,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2018,48,2018-11-26,2018-12-02,,40,0,0,0,,1,1,1,1,0,2,3,34,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2018,49,2018-12-03,2018-12-09,,25,0,0,0,,0,0,0,3,0,3,3,22,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2018,50,2018-12-10,2018-12-16,,33,0,0,0,,0,0,0,0,2,2,2,29,No Report
Estonia,European Region of WHO,Northern Europe,2018,40,2018-10-01,2018-10-07,,90,0,0,0,,0,0,0,0,0,0,0,,No Report
Estonia,European Region of WHO,Northern Europe,2018,41,2018-10-08,2018-10-14,,75,0,0,0,,1,1,0,0,0,0,1,,No Report
Estonia,European Region of WHO,Northern Europe,2018,42,2018-10-15,2018-10-21,,69,0,0,0,,0,0,0,0,0,0,0,,No Report
Estonia,European Region of WHO,Northern Europe,2018,43,2018-10-22,2018-10-28,,149,0,0,1,,0,1,0,0,0,0,1,,No Report
Estonia,European Region of WHO,Northern Europe,2018,44,2018-10-29,2018-11-04,,128,0,1,0,,0,1,0,0,0,0,1,,No Report
Estonia,European Region of WHO,Northern Europe,2018,45,2018-11-05,2018-11-11,,61,0,0,0,,0,0,0,0,0,0,0,,No Report
Estonia,European Region of WHO,Northern Europe,2018,46,2018-11-12,2018-11-18,,80,0,0,0,,1,1,0,0,0,0,1,,No Report
Estonia,European Region of WHO,Northern Europe,2018,47,2018-11-19,2018-11-25,,106,0,0,0,,0,0,0,0,0,0,0,,No Report
Estonia,European Region of WHO,Northern Europe,2018,48,2018-11-26,2018-12-02,,152,0,2,0,,1,3,0,0,0,0,3,,No Report
Estonia,European Region of WHO,Northern Europe,2018,49,2018-12-03,2018-12-09,,175,0,2,0,,3,5,0,0,0,0,5,,No Report
Estonia,European Region of WHO,Northern Europe,2018,50,2018-12-10,2018-12-16,,237,0,3,1,,20,24,0,0,0,0,24,,No Report
Estonia,European Region of WHO,Northern Europe,2018,51,2018-12-17,2018-12-23,,251,0,18,0,,49,67,0,0,0,0,67,,No Report
Estonia,European Region of WHO,Northern Europe,2018,52,2018-12-24,2018-12-30,,331,0,3,0,,82,85,0,0,0,0,85,,No Report
Estonia,European Region of WHO,Northern Europe,2019,1,2018-12-31,2019-01-06,,598,0,14,2,,90,106,0,0,6,6,112,,No Report
Estonia,European Region of WHO,Northern Europe,2019,2,2019-01-07,2019-01-13,,532,0,3,0,,101,104,0,0,0,0,104,,No Report
Estonia,European Region of WHO,Northern Europe,2019,3,2019-01-14,2019-01-20,,620,0,14,0,,118,132,0,0,7,7,139,,No Report
Ethiopia,African Region of WHO,Eastern Africa,2018,40,2018-10-01,2018-10-07,16,16,,0,0,0,0,0,0,0,0,0,0,,No Report
Ethiopia,African Region of WHO,Eastern Africa,2018,41,2018-10-08,2018-10-14,10,10,,0,0,0,0,0,0,0,0,0,0,,No Report
Ethiopia,African Region of WHO,Eastern Africa,2018,42,2018-10-15,2018-10-21,22,23,,2,1,0,0,3,0,0,0,0,3,,No Report
Ethiopia,African Region of WHO,Eastern Africa,2018,43,2018-10-22,2018-10-28,21,21,,2,2,0,0,4,0,0,0,0,4,,No Report
Ethiopia,African Region of WHO,Eastern Africa,2018,44,2018-10-29,2018-11-04,26,26,,2,1,0,0,3,0,0,0,0,3,,No Report
Ethiopia,African Region of WHO,Eastern Africa,2018,45,2018-11-05,2018-11-11,32,32,,8,1,0,0,9,0,0,0,0,9,,No Report
Finland,European Region of WHO,Northern Europe,2018,40,2018-10-01,2018-10-07,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Finland,European Region of WHO,Northern Europe,2018,41,2018-10-08,2018-10-14,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Finland,European Region of WHO,Northern Europe,2018,42,2018-10-15,2018-10-21,,6,0,0,1,,0,1,0,0,0,0,1,,No Report
Finland,European Region of WHO,Northern Europe,2018,43,2018-10-22,2018-10-28,,7,0,1,1,,0,2,0,0,0,0,2,,No Report
Finland,European Region of WHO,Northern Europe,2018,44,2018-10-29,2018-11-04,,9,0,2,2,,0,4,0,0,0,0,4,,No Report
Finland,European Region of WHO,Northern Europe,2018,45,2018-11-05,2018-11-11,,6,0,0,0,,0,0,0,0,0,0,0,,No Report
Finland,European Region of WHO,Northern Europe,2018,46,2018-11-12,2018-11-18,,9,0,1,0,,0,1,0,0,0,0,1,,No Report
Finland,European Region of WHO,Northern Europe,2018,47,2018-11-19,2018-11-25,,6,0,0,0,,0,0,0,0,0,0,0,,No Report
Finland,European Region of WHO,Northern Europe,2018,48,2018-11-26,2018-12-02,,9,0,2,2,,0,4,0,0,0,0,4,,No Report
Finland,European Region of WHO,Northern Europe,2018,49,2018-12-03,2018-12-09,,9,0,2,0,,0,2,0,0,0,0,2,,No Report
Finland,European Region of WHO,Northern Europe,2018,50,2018-12-10,2018-12-16,,10,0,1,0,,0,1,0,0,0,0,1,,No Report
Finland,European Region of WHO,Northern Europe,2018,51,2018-12-17,2018-12-23,,9,0,3,0,,0,3,0,0,0,0,3,,No Report
Finland,European Region of WHO,Northern Europe,2018,52,2018-12-24,2018-12-30,,6,0,3,0,,0,3,0,0,0,0,3,,No Report
Finland,European Region of WHO,Northern Europe,2019,1,2018-12-31,2019-01-06,,19,0,12,4,,0,16,0,0,0,0,16,,No Report
Finland,European Region of WHO,Northern Europe,2019,2,2019-01-07,2019-01-13,,9,0,4,1,,0,5,0,0,0,0,5,,No Report
Finland,European Region of WHO,Northern Europe,2019,3,2019-01-14,2019-01-20,,8,0,3,0,,0,3,0,0,0,0,3,,No Report
